iter	Passed	Remaining
1670	16233	42055
1671	16242	42043
1672	16251	42032
1673	16259	42018
1674	16270	42011
1675	16278	41997
1676	16289	41992
1677	16298	41980
1678	16309	41973
1679	16319	41963
1680	16329	41956
1681	16337	41942
1682	16349	41937
1683	16358	41925
1684	16368	41915
1685	16376	41901
1686	16386	41894
1687	16395	41881
1688	16404	41871
1689	16415	41863
1690	16424	41853
1691	16434	41844
1692	16444	41834
1693	16452	41821
1694	16463	41814
1695	16471	41800
1696	16482	41794
1697	16491	41782
1698	16501	41773
1699	16510	41762
1700	16519	41751
1701	16528	41738
1702	16538	41731
1703	16547	41717
1704	16556	41707
1705	16565	41694
1706	16576	41687
1707	16584	41674
1708	16594	41664
1709	16601	41650
1710	16612	41643
1711	16621	41632
1712	16631	41622
1713	16641	41613
1714	16651	41603
1715	16661	41594
1716	16671	41585
1717	16680	41574
1718	16691	41567
1719	16699	41553
1720	16709	41546
1721	16718	41534
1722	16728	41525
1723	16737	41514
1724	16748	41507
1725	16758	41498
1726	16769	41492
1727	16779	41482
1728	16789	41473
1729	16798	41463
1730	16808	41452
1731	16818	41443
1732	16827	41433
1733	16836	41422
1734	16846	41412
1735	16855	41401
1736	16865	41391
1737	16874	41380
1738	16885	41373
1739	16894	41363
1740	16904	41352
1741	16914	41343
1742	16925	41337
1743	16934	41327
1744	16946	41322
1745	16956	41312
1746	16967	41305
1747	16976	41295
1748	16987	41288
1749	16997	41279
1750	17007	41271
1751	17015	41257
1752	17025	41247
1753	17033	41234
1754	17049	41239
1755	17058	41227
1756	17068	41219
1757	17078	41210
1758	17088	41200
1759	17096	41186
1760	17105	41176
1761	17114	41165
1762	17124	41155
1763	17134	41146
1764	17146	41141
1765	17155	41130
1766	17165	41120
1767	17174	41110
1768	17185	41102
1769	17194	41091
1770	17203	41081
1771	17212	41069
1772	17221	41058
1773	17229	41044
1774	17240	41037
1775	17249	41026
1776	17260	41019
1777	17268	41005
1778	17277	40995
1779	17288	40986
1780	17299	40979
1781	17308	40968
1782	17318	40960
1783	17326	40946
1784	17336	40936
1785	17344	40923
1786	17353	40912
1787	17361	40899
1788	17371	40888
1789	17379	40876
1790	17389	40867
1791	17399	40857
1792	17410	40851
1793	17419	40840
1794	17430	40833
1795	17439	40822
1796	17449	40813
1797	17457	40799
1798	17467	40789
1799	17476	40779
1800	17486	40768
1801	17495	40758
1802	17506	40752
1803	17516	40742
1804	17526	40734
1805	17537	40726
1806	17548	40719
1807	17557	40709
1808	17570	40705
1809	17579	40695
1810	17591	40690
1811	17601	40680
1812	17613	40677
1813	17622	40665
1814	17631	40655
1815	17640	40643
1816	17651	40636
1817	17659	40623
1818	17669	40614
1819	17679	40604
1820	17690	40598
1821	17698	40584
1822	17708	40574
1823	17717	40563
1824	17727	40555
1825	17736	40543
1826	17746	40533
1827	17755	40522
1828	17765	40514
1829	17773	40501
1830	17785	40496
1831	17794	40484
1832	17802	40469
1833	17811	40458
1834	17821	40451
1835	17830	40438
1836	17839	40427
1837	17847	40414
1838	17858	40407
1839	17867	40397
1840	17878	40389
1841	17886	40376
1842	17897	40368
1843	17907	40359
1844	17916	40348
1845	17926	40338
1846	17936	40331
1847	17945	40319
1848	17955	40310
1849	17964	40299
1850	17976	40293
1851	17985	40283
1852	17995	40274
1853	18005	40264
1854	18016	40257
1855	18025	40245
1856	18036	40238
1857	18045	40228
1858	18054	40216
1859	18064	40207
1860	18075	40201
1861	18084	40189
1862	18094	40180
1863	18103	40170
1864	18115	40163
1865	18125	40156
1866	18135	40147
1867	18143	40133
1868	18153	40123
1869	18162	40112
1870	18171	40100
1871	18180	40089
1872	18191	40083
1873	18201	40074
1874	18211	40065
1875	18220	40054
1876	18230	40045
1877	18239	40033
1878	18250	40026
1879	18259	40014
1880	18268	40004
1881	18278	39994
1882	18288	39986
1883	18296	39973
1884	18308	39967
1885	18317	39956
1886	18328	39949
1887	18337	39939
1888	18347	39929
1889	18356	39917
1890	18366	39909
1891	18376	39899
1892	18385	39889
1893	18394	39878
1894	18404	39868
1895	18413	39856
1896	18423	39847
1897	18432	39836
1898	18442	39826
1899	18450	39813
1900	18460	39806
1901	18470	39795
1902	18480	39787
1903	18490	39777
1904	18500	39769
1905	18510	39759
1906	18521	39752
1907	18530	39740
1908	18538	39727
1909	18546	39715
1910	18556	39706
1911	18566	39696
1912	18576	39687
1913	18584	39673
1914	18593	39663
1915	18601	39649
1916	18610	39638
1917	18619	39627
1918	18630	39621
1919	18641	39612
1920	18651	39603
1921	18659	39590
1922	18669	39581
1923	18679	39571
1924	18689	39562
1925	18697	39550
1926	18708	39543
1927	18717	39531
1928	18728	39524
1929	18736	39510
1930	18746	39503
1931	18754	39489
1932	18765	39481
1933	18774	39471
1934	18784	39461
1935	18793	39450
1936	18804	39443
1937	18813	39432
1938	18824	39425
1939	18833	39415
1940	18843	39404
1941	18852	39394
1942	18862	39384
1943	18871	39374
1944	18881	39365
1945	18890	39353
1946	18900	39344
1947	18909	39333
1948	18920	39326
1949	18929	39315
1950	18940	39307
1951	18948	39295
1952	18958	39284
1953	18966	39272
1954	18977	39265
1955	18986	39255
1956	18998	39249
1957	19007	39237
1958	19017	39229
1959	19025	39216
1960	19036	39208
1961	19044	39196
1962	19055	39188
1963	19065	39178
1964	19074	39169
1965	19083	39157
1966	19095	39151
1967	19105	39142
1968	19115	39134
1969	19123	39121
1970	19134	39113
1971	19142	39100
1972	19153	39093
1973	19161	39081
1974	19172	39072
1975	19179	39058
1976	19189	39048
1977	19197	39036
1978	19208	39029
1979	19217	39018
1980	19229	39011
1981	19236	38998
1982	19247	38990
1983	19257	38980
1984	19267	38971
1985	19275	38958
1986	19284	38947
1987	19294	38938
1988	19305	38931
1989	19313	38917
1990	19323	38909
1991	19332	38898
1992	19342	38888
1993	19351	38878
1994	19363	38871
1995	19372	38861
1996	19383	38853
1997	19392	38843
1998	19403	38836
1999	19412	38825
2000	19423	38818
2001	19432	38805
2002	19443	38799
2003	19453	38789
2004	19463	38781
2005	19474	38773
2006	19485	38767
2007	19494	38755
2008	19503	38745
2009	19511	38731
2010	19522	38723
2011	19530	38711
2012	19541	38704
2013	19549	38692
2014	19562	38687
2015	19572	38678
2016	19585	38675
2017	19594	38664
2018	19604	38654
2019	19612	38642
2020	19621	38631
2021	19631	38621
2022	19642	38614
2023	19651	38602
2024	19659	38590
2025	19669	38581
2026	19681	38576
2027	19690	38565
2028	19700	38555
2029	19710	38546
2030	19720	38538
2031	19730	38528
2032	19741	38521
2033	19749	38508
2034	19760	38502
2035	19770	38492
2036	19781	38484
2037	19789	38472
2038	19800	38464
2039	19808	38452
2040	19818	38442
2041	19827	38431
2042	19838	38424
2043	19848	38415
2044	19859	38407
2045	19868	38396
2046	19879	38389
2047	19893	38389
2048	19905	38383
2049	19916	38376
2050	19928	38370
2051	19936	38358
2052	19948	38352
2053	19959	38345
2054	19970	38337
2055	19980	38328
2056	19992	38322
2057	20001	38312
2058	20011	38303
2059	20020	38292
2060	20030	38283
2061	20041	38274
2062	20051	38266
2063	20060	38255
2064	20071	38247
2065	20080	38235
2066	20089	38226
2067	20098	38215
2068	20108	38205
2069	20116	38192
2070	20132	38194
2071	20152	38204
2072	20168	38206
2073	20178	38197
2074	20190	38190
2075	20200	38182
2076	20210	38173
2077	20220	38164
2078	20232	38158
2079	20241	38148
2080	20252	38139
2081	20262	38131
2082	20275	38126
2083	20284	38115
2084	20294	38107
2085	20303	38095
2086	20314	38087
2087	20323	38078
2088	20334	38069
2089	20343	38058
2090	20355	38052
2091	20364	38041
2092	20373	38031
2093	20385	38025
2094	20397	38020
2095	20407	38010
2096	20421	38008
2097	20432	38001
2098	20443	37993
2099	20452	37983
2100	20463	37974
2101	20472	37963
2102	20482	37954
2103	20490	37943
2104	20502	37937
2105	20511	37925
2106	20522	37918
2107	20530	37906
2108	20541	37898
2109	20551	37889
2110	20564	37885
2111	20574	37875
2112	20588	37874
2113	20600	37868
2114	20622	37880
2115	20631	37870
2116	20643	37863
2117	20652	37853
2118	20663	37846
2119	20672	37834
2120	20684	37828
2121	20692	37815
2122	20703	37808
2123	20711	37795
2124	20720	37785
2125	20730	37774
2126	20741	37767
2127	20751	37757
2128	20760	37747
2129	20770	37737
2130	20781	37729
2131	20789	37717
2132	20801	37711
2133	20810	37701
2134	20821	37693
2135	20830	37682
2136	20841	37674
2137	20850	37663
2138	20861	37656
2139	20871	37646
2140	20882	37639
2141	20890	37627
2142	20900	37616
2143	20909	37606
2144	20920	37599
2145	20929	37586
2146	20939	37578
2147	20948	37567
2148	20957	37556
2149	20965	37542
2150	20976	37534
2151	20984	37522
2152	20996	37516
2153	21004	37504
2154	21015	37496
2155	21025	37486
2156	21034	37476
2157	21042	37463
2158	21054	37456
2159	21063	37446
2160	21074	37439
2161	21084	37429
2162	21094	37419
2163	21104	37409
2164	21115	37402
2165	21141	37421
2166	21156	37421
2167	21166	37413
2168	21179	37408
2169	21189	37399
2170	21200	37391
2171	21213	37386
2172	21225	37381
2173	21236	37373
2174	21249	37369
2175	21258	37358
2176	21268	37349
2177	21277	37337
2178	21287	37328
2179	21297	37318
2180	21306	37308
2181	21315	37296
2182	21326	37290
2183	21337	37282
2184	21348	37274
2185	21357	37263
2186	21369	37257
2187	21379	37247
2188	21392	37243
2189	21402	37233
2190	21422	37242
2191	21434	37236
2192	21447	37231
2193	21457	37222
2194	21469	37216
2195	21488	37222
2196	21504	37223
2197	21513	37213
2198	21524	37204
2199	21535	37197
2200	21547	37191
2201	21556	37180
2202	21569	37176
2203	21579	37166
2204	21588	37155
2205	21598	37145
2206	21610	37140
2207	21620	37131
2208	21631	37123
2209	21641	37113
2210	21653	37107
2211	21663	37097
2212	21675	37091
2213	21685	37082
2214	21696	37075
2215	21706	37065
2216	21720	37063
2217	21731	37054
2218	21744	37051
2219	21753	37039
2220	21764	37031
2221	21773	37021
2222	21783	37011
2223	21793	37001
2224	21803	36992
2225	21811	36979
2226	21822	36971
2227	21831	36960
2228	21842	36953
2229	21853	36944
2230	21862	36934
2231	21871	36923
2232	21882	36915
2233	21891	36903
2234	21902	36896
2235	21910	36884
2236	21922	36877
2237	21931	36865
2238	21940	36855
2239	21949	36843
2240	21960	36835
2241	21970	36826
2242	21980	36817
2243	21990	36807
2244	22001	36799
2245	22011	36790
2246	22020	36779
2247	22030	36769
2248	22041	36762
2249	22050	36751
2250	22061	36743
2251	22070	36732
2252	22081	36724
2253	22091	36714
2254	22102	36707
2255	22111	36695
2256	22122	36688
2257	22131	36676
2258	22140	36665
2259	22149	36653
2260	22159	36644
2261	22168	36633
2262	22179	36626
2263	22188	36614
2264	22199	36606
2265	22207	36595
2266	22219	36588
2267	22229	36578
2268	22240	36571
2269	22251	36562
2270	22261	36553
2271	22269	36541
2272	22279	36531
2273	22287	36518
2274	22298	36510
2275	22308	36500
2276	22319	36493
2277	22329	36483
2278	22339	36474
2279	22349	36464
2280	22358	36454
2281	22366	36441
2282	22377	36433
2283	22386	36421
2284	22397	36413
2285	22405	36402
2286	22417	36395
2287	22428	36387
2288	22439	36378
2289	22448	36368
2290	22458	36359
2291	22469	36350
2292	22479	36341
2293	22488	36330
2294	22499	36323
2295	22508	36310
2296	22518	36302
2297	22529	36294
2298	22555	36309
2299	22564	36299
2300	22576	36293
2301	22587	36284
2302	22597	36275
2303	22607	36266
2304	22617	36256
2305	22627	36246
2306	22638	36239
2307	22648	36230
2308	22658	36220
2309	22666	36207
2310	22677	36200
2311	22686	36188
2312	22696	36179
2313	22706	36169
2314	22716	36159
2315	22724	36147
2316	22735	36138
2317	22743	36126
2318	22751	36114
2319	22761	36104
2320	22773	36097
2321	22783	36087
2322	22793	36079
2323	22802	36068
2324	22815	36063
2325	22827	36057
2326	22839	36050
2327	22847	36037
2328	22856	36026
2329	22865	36015
2330	22877	36008
2331	22885	35995
2332	22895	35987
2333	22905	35977
2334	22915	35967
2335	22925	35958
2336	22936	35950
2337	22946	35940
2338	22958	35933
2339	22966	35922
2340	22976	35913
2341	22987	35903
2342	22996	35893
2343	23004	35881
2344	23015	35872
2345	23025	35862
2346	23036	35854
2347	23046	35845
2348	23057	35838
2349	23065	35825
2350	23074	35814
2351	23084	35804
2352	23094	35794
2353	23103	35784
2354	23114	35776
2355	23124	35766
2356	23135	35757
2357	23143	35746
2358	23155	35738
2359	23164	35728
2360	23174	35718
2361	23182	35706
2362	23193	35697
2363	23202	35686
2364	23214	35680
2365	23222	35668
2366	23234	35661
2367	23245	35652
2368	23257	35646
2369	23267	35637
2370	23277	35628
2371	23288	35620
2372	23299	35612
2373	23308	35601
2374	23319	35593
2375	23330	35585
2376	23342	35577
2377	23350	35565
2378	23361	35558
2379	23371	35547
2380	23382	35540
2381	23390	35527
2382	23400	35517
2383	23409	35507
2384	23419	35497
2385	23430	35490
2386	23441	35481
2387	23451	35471
2388	23461	35462
2389	23471	35452
2390	23481	35442
2391	23490	35432
2392	23501	35424
2393	23511	35414
2394	23521	35405
2395	23530	35394
2396	23540	35383
2397	23549	35373
2398	23558	35362
2399	23568	35352
2400	23579	35345
2401	23589	35334
2402	23599	35325
2403	23609	35315
2404	23621	35309
2405	23631	35299
2406	23641	35291
2407	23651	35280
2408	23662	35272
2409	23670	35260
2410	23682	35253
2411	23692	35244
2412	23703	35235
2413	23711	35223
2414	23722	35214
2415	23730	35203
2416	23740	35193
2417	23751	35185
2418	23761	35175
2419	23770	35164
2420	23781	35156
2421	23790	35144
2422	23800	35135
2423	23811	35127
2424	23822	35119
2425	23831	35109
2426	23842	35101
2427	23851	35088
2428	23863	35082
2429	23873	35072
2430	23882	35062
2431	23892	35053
2432	23903	35044
2433	23912	35033
2434	23922	35024
2435	23931	35012
2436	23941	35002
2437	23949	34990
2438	23961	34983
2439	23970	34972
2440	23980	34963
2441	23990	34954
2442	24001	34946
2443	24010	34935
2444	24021	34927
2445	24032	34918
2446	24042	34908
2447	24051	34898
2448	24061	34888
2449	24071	34879
2450	24082	34870
2451	24091	34859
2452	24100	34849
2453	24111	34841
2454	24121	34831
2455	24130	34820
2456	24140	34811
2457	24150	34800
2458	24161	34792
2459	24171	34783
2460	24183	34776
2461	24192	34764
2462	24202	34755
2463	24210	34743
2464	24220	34734
2465	24231	34725
2466	24241	34715
2467	24250	34704
2468	24261	34697
2469	24271	34687
2470	24283	34680
2471	24293	34670
2472	24302	34660
2473	24310	34648
2474	24322	34641
2475	24331	34630
2476	24340	34619
2477	24350	34610
2478	24362	34603
2479	24372	34592
2480	24383	34584
2481	24392	34574
2482	24403	34566
2483	24414	34557
2484	24426	34550
2485	24434	34538
2486	24444	34529
2487	24455	34520
2488	24465	34510
2489	24473	34498
2490	24484	34490
2491	24492	34478
2492	24503	34469
2493	24513	34460
2494	24524	34451
2495	24532	34439
2496	24544	34432
2497	24552	34420
2498	24563	34411
2499	24571	34399
2500	24582	34392
2501	24592	34381
2502	24602	34372
2503	24610	34360
2504	24621	34351
2505	24630	34340
2506	24639	34330
2507	24648	34319
2508	24659	34310
2509	24668	34299
2510	24677	34289
2511	24686	34277
2512	24696	34268
2513	24704	34256
2514	24715	34248
2515	24724	34237
2516	24735	34228
2517	24744	34217
2518	24752	34205
2519	24761	34194
2520	24771	34185
2521	24780	34174
2522	24790	34164
2523	24799	34152
2524	24809	34143
2525	24819	34133
2526	24829	34124
2527	24837	34111
2528	24846	34101
2529	24857	34092
2530	24868	34084
2531	24877	34073
2532	24888	34065
2533	24897	34054
2534	24907	34045
2535	24917	34035
2536	24927	34026
2537	24937	34015
2538	24948	34008
2539	24956	33996
2540	24968	33989
2541	24977	33978
2542	24989	33971
2543	24999	33961
2544	25010	33953
2545	25019	33942
2546	25030	33934
2547	25040	33925
2548	25051	33916
2549	25059	33904
2550	25068	33893
2551	25077	33882
2552	25088	33874
2553	25097	33862
2554	25107	33853
2555	25115	33841
2556	25128	33835
2557	25139	33826
2558	25150	33819
2559	25159	33807
2560	25172	33802
2561	25181	33792
2562	25193	33785
2563	25204	33775
2564	25214	33766
2565	25224	33756
2566	25235	33748
2567	25246	33740
2568	25257	33731
2569	25265	33720
2570	25276	33711
2571	25286	33702
2572	25297	33693
2573	25307	33684
2574	25319	33676
2575	25328	33666
2576	25339	33657
2577	25347	33646
2578	25357	33636
2579	25367	33626
2580	25377	33617
2581	25387	33607
2582	25397	33598
2583	25407	33588
2584	25418	33580
2585	25428	33570
2586	25439	33561
2587	25449	33551
2588	25458	33542
2589	25468	33531
2590	25479	33523
2591	25488	33512
2592	25498	33503
2593	25507	33492
2594	25517	33482
2595	25527	33472
2596	25537	33463
2597	25548	33454
2598	25558	33445
2599	25568	33435
2600	25579	33426
2601	25588	33416
2602	25599	33407
2603	25608	33397
2604	25619	33388
2605	25635	33386
2606	25651	33384
2607	25661	33375
2608	25672	33367
2609	25681	33356
2610	25693	33349
2611	25702	33337
2612	25713	33329
2613	25722	33318
2614	25732	33309
2615	25740	33296
2616	25751	33288
2617	25759	33277
2618	25770	33269
2619	25779	33256
2620	25789	33247
2621	25799	33238
2622	25810	33229
2623	25819	33218
2624	25829	33209
2625	25838	33198
2626	25847	33187
2627	25855	33175
2628	25865	33165
2629	25874	33154
2630	25899	33164
2631	25907	33152
2632	25919	33145
2633	25929	33135
2634	25941	33128
2635	25952	33120
2636	25963	33111
2637	25972	33101
2638	25984	33094
2639	25995	33085
2640	26007	33077
2641	26015	33066
2642	26027	33058
2643	26037	33048
2644	26049	33042
2645	26059	33032
2646	26068	33021
2647	26077	33010
2648	26088	33001
2649	26097	32991
2650	26109	32984
2651	26118	32973
2652	26127	32962
2653	26137	32952
2654	26146	32942
2655	26156	32932
2656	26167	32923
2657	26176	32912
2658	26184	32900
2659	26194	32890
2660	26203	32880
2661	26212	32869
2662	26224	32861
2663	26232	32849
2664	26243	32841
2665	26253	32831
2666	26264	32823
2667	26274	32813
2668	26286	32805
2669	26296	32796
2670	26310	32792
2671	26320	32782
2672	26332	32775
2673	26343	32766
2674	26354	32758
2675	26366	32751
2676	26380	32746
2677	26389	32736
2678	26402	32729
2679	26410	32717
2680	26421	32709
2681	26431	32699
2682	26442	32691
2683	26452	32680
2684	26463	32672
2685	26473	32662
2686	26483	32653
2687	26491	32641
2688	26502	32633
2689	26512	32623
2690	26523	32614
2691	26531	32603
2692	26542	32594
2693	26551	32583
2694	26562	32574
2695	26571	32563
2696	26582	32555
2697	26592	32545
2698	26602	32536
2699	26613	32527
2700	26623	32517
2701	26633	32508
2702	26644	32500
2703	26652	32488
2704	26663	32479
2705	26673	32469
2706	26686	32463
2707	26695	32452
2708	26704	32442
2709	26714	32432
2710	26729	32427
2711	26739	32418
2712	26750	32410
2713	26759	32398
2714	26770	32390
2715	26779	32379
2716	26790	32371
2717	26800	32361
2718	26810	32352
2719	26820	32342
2720	26830	32333
2721	26839	32321
2722	26850	32312
2723	26859	32302
2724	26871	32295
2725	26879	32283
2726	26891	32275
2727	26900	32264
2728	26910	32255
2729	26919	32244
2730	26931	32236
2731	26940	32226
2732	26951	32217
2733	26959	32205
2734	26970	32196
2735	26979	32186
2736	26990	32177
2737	26998	32165
2738	27007	32154
2739	27016	32143
2740	27027	32134
2741	27035	32123
2742	27048	32116
2743	27058	32106
2744	27069	32099
2745	27080	32090
2746	27092	32082
2747	27102	32073
2748	27112	32063
2749	27122	32054
2750	27134	32046
2751	27143	32035
2752	27153	32025
2753	27162	32014
2754	27174	32008
2755	27184	31997
2756	27195	31990
2757	27205	31979
2758	27215	31970
2759	27226	31961
2760	27235	31950
2761	27245	31940
2762	27255	31931
2763	27263	31919
2764	27274	31911
2765	27284	31900
2766	27295	31892
2767	27303	31880
2768	27315	31872
2769	27324	31862
2770	27335	31853
2771	27344	31842
2772	27355	31834
2773	27364	31823
2774	27374	31813
2775	27382	31801
2776	27394	31793
2777	27403	31783
2778	27414	31774
2779	27424	31764
2780	27434	31754
2781	27443	31744
2782	27454	31735
2783	27463	31725
2784	27473	31715
2785	27482	31705
2786	27493	31695
2787	27502	31685
2788	27514	31677
2789	27523	31666
2790	27533	31656
2791	27542	31646
2792	27553	31637
2793	27561	31625
2794	27572	31617
2795	27585	31610
2796	27599	31606
2797	27609	31596
2798	27621	31588
2799	27630	31577
2800	27641	31569
2801	27670	31581
2802	27681	31573
2803	27693	31564
2804	27704	31556
2805	27713	31545
2806	27723	31536
2807	27735	31528
2808	27745	31518
2809	27755	31508
2810	27765	31499
2811	27775	31489
2812	27785	31480
2813	27795	31469
2814	27808	31463
2815	27820	31456
2816	27832	31448
2817	27843	31439
2818	27853	31430
2819	27864	31421
2820	27876	31414
2821	27886	31404
2822	27897	31395
2823	27905	31383
2824	27916	31375
2825	27926	31365
2826	27937	31356
2827	27946	31345
2828	27955	31335
2829	27965	31324
2830	27976	31316
2831	27986	31306
2832	27997	31298
2833	28006	31286
2834	28016	31277
2835	28024	31265
2836	28033	31255
2837	28041	31243
2838	28053	31235
2839	28062	31224
2840	28073	31215
2841	28081	31204
2842	28092	31194
2843	28101	31184
2844	28110	31173
2845	28118	31162
2846	28129	31153
2847	28139	31142
2848	28148	31131
2849	28157	31121
2850	28168	31112
2851	28177	31102
2852	28188	31093
2853	28197	31082
2854	28207	31072
2855	28215	31061
2856	28226	31052
2857	28234	31039
2858	28245	31031
2859	28254	31021
2860	28265	31011
2861	28273	31000
2862	28284	30991
2863	28292	30979
2864	28302	30969
2865	28310	30957
2866	28321	30948
2867	28330	30938
2868	28342	30930
2869	28350	30919
2870	28363	30911
2871	28371	30900
2872	28384	30893
2873	28393	30882
2874	28404	30874
2875	28413	30864
2876	28425	30856
2877	28434	30845
2878	28446	30837
2879	28455	30826
2880	28466	30818
2881	28476	30808
2882	28487	30799
2883	28497	30789
2884	28509	30781
2885	28518	30771
2886	28528	30762
2887	28538	30752
2888	28549	30743
2889	28558	30732
2890	28568	30722
2891	28579	30714
2892	28591	30706
2893	28603	30698
2894	28614	30690
2895	28624	30680
2896	28635	30671
2897	28646	30663
2898	28658	30655
2899	28668	30645
2900	28679	30636
2901	28688	30626
2902	28698	30616
2903	28707	30605
2904	28718	30597
2905	28728	30587
2906	28740	30579
2907	28750	30569
2908	28760	30560
2909	28771	30550
2910	28781	30541
2911	28790	30530
2912	28802	30523
2913	28811	30512
2914	28822	30503
2915	28833	30494
2916	28844	30486
2917	28853	30474
2918	28864	30466
2919	28874	30457
2920	28886	30449
2921	28896	30439
2922	28906	30429
2923	28915	30418
2924	28926	30409
2925	28936	30400
2926	28948	30391
2927	28956	30381
2928	28971	30376
2929	28980	30365
2930	28991	30356
2931	29000	30345
2932	29012	30337
2933	29025	30331
2934	29035	30322
2935	29044	30310
2936	29054	30300
2937	29063	30289
2938	29072	30279
2939	29080	30267
2940	29091	30258
2941	29099	30246
2942	29108	30236
2943	29117	30225
2944	29127	30215
2945	29137	30206
2946	29148	30197
2947	29157	30186
2948	29169	30177
2949	29177	30166
2950	29191	30160
2951	29201	30151
2952	29213	30143
2953	29221	30131
2954	29232	30123
2955	29241	30111
2956	29251	30102
2957	29260	30091
2958	29270	30081
2959	29280	30071
2960	29291	30063
2961	29300	30052
2962	29311	30043
2963	29321	30033
2964	29332	30024
2965	29341	30014
2966	29351	30004
2967	29360	29993
2968	29371	29985
2969	29380	29974
2970	29391	29965
2971	29400	29954
2972	29410	29944
2973	29418	29933
2974	29428	29922
2975	29437	29911
2976	29447	29902
2977	29456	29891
2978	29466	29882
2979	29474	29870
2980	29484	29860
2981	29493	29849
2982	29504	29840
2983	29512	29829
2984	29523	29820
2985	29533	29810
2986	29544	29801
2987	29553	29791
2988	29564	29781
2989	29573	29771
2990	29584	29762
2991	29594	29752
2992	29604	29743
2993	29614	29732
2994	29625	29723
2995	29635	29714
2996	29645	29704
2997	29654	29694
2998	29664	29684
2999	29673	29673
3000	29682	29662
3001	29691	29652
3002	29700	29641
3003	29709	29630
3004	29720	29622
3005	29729	29610
3006	29741	29602
3007	29751	29592
3008	29763	29585
3009	29771	29573
3010	29780	29562
3011	29789	29552
3012	29800	29543
3013	29809	29532
3014	29821	29524
3015	29831	29514
3016	29841	29505
3017	29851	29495
3018	29862	29486
3019	29871	29475
3020	29884	29468
3021	29893	29457
3022	29900	29445
3023	29909	29435
3024	29920	29425
3025	29929	29415
3026	29940	29406
3027	29949	29395
3028	29960	29386
3029	29970	29376
3030	29980	29367
3031	29990	29357
3032	29999	29347
3033	30009	29336
3034	30018	29326
3035	30027	29315
3036	30038	29306
3037	30048	29296
3038	30058	29287
3039	30066	29275
3040	30077	29266
3041	30087	29256
3042	30097	29246
3043	30105	29234
3044	30114	29224
3045	30124	29214
3046	30135	29205
3047	30144	29195
3048	30154	29185
3049	30163	29174
3050	30174	29165
3051	30184	29155
3052	30194	29145
3053	30203	29135
3054	30214	29126
3055	30223	29115
3056	30234	29106
3057	30244	29096
3058	30254	29087
3059	30263	29076
3060	30273	29067
3061	30282	29055
3062	30293	29046
3063	30302	29036
3064	30314	29028
3065	30323	29017
3066	30334	29009
3067	30344	28999
3068	30355	28990
3069	30365	28980
3070	30375	28970
3071	30385	28960
3072	30396	28952
3073	30404	28941
3074	30416	28932
3075	30424	28921
3076	30437	28913
3077	30446	28903
3078	30457	28894
3079	30467	28884
3080	30477	28875
3081	30492	28869
3082	30503	28860
3083	30514	28852
3084	30525	28843
3085	30535	28833
3086	30545	28823
3087	30557	28815
3088	30568	28807
3089	30577	28796
3090	30587	28786
3091	30596	28775
3092	30607	28766
3093	30616	28756
3094	30627	28747
3095	30635	28735
3096	30646	28726
3097	30655	28715
3098	30665	28706
3099	30673	28694
3100	30683	28684
3101	30691	28673
3102	30703	28664
3103	30711	28653
3104	30721	28643
3105	30729	28632
3106	30741	28623
3107	30750	28613
3108	30762	28605
3109	30770	28594
3110	30782	28585
3111	30789	28573
3112	30801	28565
3113	30810	28554
3114	30826	28550
3115	30835	28539
3116	30846	28530
3117	30856	28520
3118	30866	28511
3119	30875	28500
3120	30884	28489
3121	30894	28479
3122	30905	28470
3123	30914	28460
3124	30925	28451
3125	30934	28440
3126	30945	28432
3127	30954	28421
3128	30965	28412
3129	30973	28400
3130	30985	28392
3131	31011	28397
3132	31033	28398
3133	31044	28389
3134	31056	28381
3135	31065	28370
3136	31078	28363
3137	31088	28354
3138	31100	28346
3139	31109	28335
3140	31121	28327
3141	31132	28318
3142	31143	28309
3143	31153	28300
3144	31165	28291
3145	31174	28280
3146	31185	28271
3147	31195	28261
3148	31206	28253
3149	31216	28243
3150	31229	28236
3151	31239	28226
3152	31251	28218
3153	31261	28208
3154	31274	28201
3155	31282	28190
3156	31295	28182
3157	31304	28172
3158	31315	28162
3159	31325	28153
3160	31337	28144
3161	31345	28133
3162	31355	28124
3163	31365	28113
3164	31376	28105
3165	31386	28095
3166	31398	28086
3167	31408	28077
3168	31418	28067
3169	31427	28057
3170	31438	28047
3171	31446	28035
3172	31457	28027
3173	31467	28017
3174	31478	28008
3175	31485	27995
3176	31496	27987
3177	31504	27975
3178	31514	27965
3179	31522	27954
3180	31532	27944
3181	31542	27934
3182	31552	27924
3183	31562	27914
3184	31572	27904
3185	31581	27893
3186	31591	27884
3187	31601	27874
3188	31611	27864
3189	31620	27853
3190	31631	27845
3191	31642	27835
3192	31653	27827
3193	31663	27817
3194	31673	27807
3195	31683	27797
3196	31694	27788
3197	31703	27777
3198	31715	27769
3199	31723	27758
3200	31735	27749
3201	31744	27739
3202	31757	27731
3203	31766	27721
3204	31777	27712
3205	31787	27702
3206	31799	27694
3207	31808	27683
3208	31819	27674
3209	31827	27662
3210	31838	27653
3211	31848	27644
3212	31858	27634
3213	31869	27625
3214	31878	27614
3215	31887	27604
3216	31899	27595
3217	31907	27584
3218	31918	27575
3219	31927	27564
3220	31938	27555
3221	31947	27545
3222	31957	27534
3223	31966	27524
